OSEBuildingID,BuildingType,Neighborhood,BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),PrimaryProperty,LargestPropertyUseTypeGFA,SecondLargest,SecondLargestPropertyUseTypeGFA,ThirdLargest,ThirdLargestPropertyUseTypeGFA,NumberPropertyUseType,harvesine_distance,ENERGYSTARScore,SiteEnergyUse(kBtu)
24857,NONRESIDENTIAL,SOUTHEAST,50,1.0,1,0,37883,RETAIL AND PERSONAL SERVICES,28734.0,FOOD AND BEVERAGE,24813.0,UNDEFINED,,2,4.634995517764344,88.0,12434593.0
24862,NONRESIDENTIAL,DELRIDGE,54,1.0,3,0,29874,EDUCATION,31375.0,UNDEFINED,,UNDEFINED,,1,5.071977710937038,95.0,1274049.75
24868,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,51,1.0,1,0,20140,OTHER SERVICES AND FACILITIES,22000.0,PARKING,0.0,UNDEFINED,,2,3.8326756083634637,35.0,992794.6875
24876,NONRESIDENTIAL,NORTHWEST,26,1.0,2,31389,40485,STORAGE,71874.0,UNDEFINED,,UNDEFINED,,1,6.764206393778769,,1242811.75
24886,NONRESIDENTIAL,CENTRAL,45,1.0,2,0,39953,OFFICE AND BUSINESS,30100.0,UNDEFINED,,UNDEFINED,,1,1.4661738737752255,93.0,1508561.875
24893,NONRESIDENTIAL,CENTRAL,18,1.0,2,0,21200,RETAIL AND PERSONAL SERVICES,14168.0,OFFICE AND BUSINESS,7032.0,UNDEFINED,,2,1.4767966209320555,15.0,1676426.5
24895,NONRESIDENTIAL,CENTRAL,36,1.0,1,0,30630,FOOD AND BEVERAGE,28470.0,OTHER SERVICES AND FACILITIES,2442.0,UNDEFINED,,2,1.4961269641143697,27.0,6058494.0
24896,NONRESIDENTIAL,CENTRAL,36,1.0,2,0,23421,RETAIL AND PERSONAL SERVICES,19271.0,OFFICE AND BUSINESS,4150.0,UNDEFINED,,2,1.4961269641143697,25.0,1896626.375
24908,SPS-DISTRICT K-12,BALLARD,85,1.0,3,0,117116,EDUCATION,117116.0,UNDEFINED,,UNDEFINED,,1,5.338358403646966,83.0,5722325.5
24909,NONRESIDENTIAL,BALLARD,88,1.0,2,0,24120,OTHER SERVICES AND FACILITIES,24120.0,UNDEFINED,,UNDEFINED,,1,5.37439345975241,66.0,893053.1875
24911,NONRESIDENTIAL,BALLARD,87,1.0,3,0,35736,OTHER SERVICES AND FACILITIES,28970.0,OFFICE AND BUSINESS,6766.0,UNDEFINED,,2,5.436355821177902,88.0,1148202.25
24943,NONRESIDENTIAL,GREATER DUWAMISH,75,1.0,1,0,51050,STORAGE,49500.0,UNDEFINED,,UNDEFINED,,1,2.3025687668111137,10.0,1206165.75
24948,NONRESIDENTIAL,GREATER DUWAMISH,62,1.0,2,0,21900,RETAIL AND PERSONAL SERVICES,21900.0,UNDEFINED,,UNDEFINED,,1,2.4721392356755403,40.0,1302192.875
24955,NONRESIDENTIAL,GREATER DUWAMISH,64,1.0,1,0,16300,STORAGE,65164.0,UNDEFINED,,UNDEFINED,,1,2.361176173583936,100.0,150167.7969
24958,NONRESIDENTIAL,GREATER DUWAMISH,52,1.0,1,0,33462,STORAGE,33462.0,UNDEFINED,,UNDEFINED,,1,2.278527171032811,1.0,1386445.375
24959,NONRESIDENTIAL,GREATER DUWAMISH,64,1.0,1,0,35310,MIXED USE,10471.0,STORAGE,9875.0,STORAGE,8877.0,3,2.1713985747046443,,1331469.75
24991,NONRESIDENTIAL,GREATER DUWAMISH,54,1.0,3,0,36140,OTHER SERVICES AND FACILITIES,34733.0,UNDEFINED,,UNDEFINED,,1,4.52823273556748,,4653535.0
24994,NONRESIDENTIAL,DOWNTOWN,25,1.0,2,21384,26579,OTHER SERVICES AND FACILITIES,29640.0,PARKING,6000.0,UNDEFINED,,2,0.874943959604792,,8163413.0
25000,NONRESIDENTIAL,DOWNTOWN,86,1.0,1,0,23903,STORAGE,18350.0,OTHER SERVICES AND FACILITIES,4500.0,UNDEFINED,,2,0.8324594233898464,65.0,415364.5938
25001,NONRESIDENTIAL,NORTHEAST,69,1.0,3,0,22522,STORAGE,22522.0,UNDEFINED,,UNDEFINED,,1,5.090107404753386,,561473.875
25002,NONRESIDENTIAL,NORTHEAST,20,1.0,4,0,38959,STORAGE,38959.0,UNDEFINED,,UNDEFINED,,1,5.078949885640695,,905750.375
25025,NONRESIDENTIAL,GREATER DUWAMISH,88,1.0,2,0,25955,STORAGE,14150.0,OTHER SERVICES AND FACILITIES,8745.0,OFFICE AND BUSINESS,3060.0,3,1.8391877848216849,,1218112.0
25069,CAMPUS,EAST,93,1.0,4,0,46100,EDUCATION,46100.0,PARKING,0.0,UNDEFINED,,2,0.35604118885369224,75.0,2177064.75
25115,NONRESIDENTIAL,NORTHWEST,65,1.0,2,0,21936,OTHER SERVICES AND FACILITIES,21936.0,UNDEFINED,,UNDEFINED,,1,7.177846796121814,96.0,608755.375
25124,NONRESIDENTIAL,NORTH,56,1.0,1,0,25406,OTHER SERVICES AND FACILITIES,25406.0,UNDEFINED,,UNDEFINED,,3,7.782329416303163,,2442220.0
25148,NONRESIDENTIAL,SOUTHEAST,49,1.0,2,0,23250,OFFICE AND BUSINESS,22014.0,UNDEFINED,,UNDEFINED,,1,3.8337531930350464,55.0,904236.0
25163,NONRESIDENTIAL,GREATER DUWAMISH,56,1.0,1,0,30000,STORAGE,30000.0,PARKING,0.0,UNDEFINED,,2,3.213503017005799,32.0,2794837.0
25165,NONRESIDENTIAL,GREATER DUWAMISH,54,1.0,1,0,45036,STORAGE,21110.0,OFFICE AND BUSINESS,14074.0,OFFICE AND BUSINESS,6755.0,6,2.867920964993865,,1791697.75
25217,SPS-DISTRICT K-12,SOUTHWEST,54,1.0,1,0,51410,EDUCATION,51410.0,UNDEFINED,,UNDEFINED,,1,3.79617951560291,87.0,1968907.25
25222,NONRESIDENTIAL,DOWNTOWN,7,1.0,39,112124,962428,MIXED USE,311521.0,HOTEL,303000.0,PARKING,141450.0,3,0.5333207696100293,65.0,26416770.0
25250,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,57,1.0,2,0,122679,EDUCATION,101035.0,FOOD AND BEVERAGE,2000.0,UNDEFINED,,2,3.3355871783682716,,16378152.0
25251,CAMPUS,MAGNOLIA / QUEEN ANNE,71,14.0,2,0,537000,EDUCATION,533826.0,UNDEFINED,,UNDEFINED,,1,3.3355871783682716,,90609640.0
25268,NONRESIDENTIAL,NORTH,36,1.0,4,0,23022,OFFICE AND BUSINESS,23022.0,UNDEFINED,,UNDEFINED,,1,7.223090433474319,78.0,1027230.875
25275,NONRESIDENTIAL,GREATER DUWAMISH,49,1.0,1,0,27263,STORAGE,22000.0,OTHER SERVICES AND FACILITIES,2700.0,OFFICE AND BUSINESS,2500.0,3,3.074169501397702,,2470642.0
25276,NONRESIDENTIAL,GREATER DUWAMISH,54,1.0,1,0,31569,STORAGE,33000.0,UNDEFINED,,UNDEFINED,,1,2.974085104760234,12.0,3064039.5
25277,NONRESIDENTIAL,GREATER DUWAMISH,60,1.0,1,0,22509,STORAGE,22509.0,UNDEFINED,,UNDEFINED,,1,2.9440576324042924,57.0,177812.7969
25278,NONRESIDENTIAL,GREATER DUWAMISH,60,1.0,1,0,39984,STORAGE,31184.0,OFFICE AND BUSINESS,8800.0,UNDEFINED,,2,2.9006862602653123,75.0,1073156.375
25317,SPS-DISTRICT K-12,EAST,91,1.0,2,0,73769,EDUCATION,73769.0,UNDEFINED,,UNDEFINED,,1,1.410800665291643,92.0,2556131.0
25325,NONRESIDENTIAL,EAST,110,1.0,1,0,26440,OTHER SERVICES AND FACILITIES,26440.0,UNDEFINED,,UNDEFINED,,1,1.302814023799935,91.0,719905.1875
25361,SPS-DISTRICT K-12,NORTHEAST,55,1.0,1,0,43578,EDUCATION,45370.0,UNDEFINED,,UNDEFINED,,1,5.908581615832011,83.0,1436773.875
25364,NONRESIDENTIAL,GREATER DUWAMISH,60,1.0,2,0,28800,STORAGE,28800.0,UNDEFINED,,UNDEFINED,,1,1.3641268801415,,1143826.625
25371,NONRESIDENTIAL,CENTRAL,7,4.0,2,0,28500,EDUCATION,31100.0,UNDEFINED,,UNDEFINED,,1,2.295681489916026,92.0,1162561.125
25451,NONRESIDENTIAL,LAKE UNION,38,1.0,2,0,26519,FOOD AND BEVERAGE,13592.0,OFFICE AND BUSINESS,12927.0,UNDEFINED,,2,1.575706140520829,,3717064.0
25452,NONRESIDENTIAL,LAKE UNION,28,1.0,2,15402,19237,MIXED USE,23373.0,OTHER SERVICES AND FACILITIES,19659.0,PARKING,15402.0,3,1.4894373941706673,,15480681.0
25457,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,95,1.0,2,0,26300,OTHER SERVICES AND FACILITIES,26300.0,UNDEFINED,,UNDEFINED,,1,1.4381766936199256,,3537841.5
25461,NONRESIDENTIAL,LAKE UNION,54,0.0,2,0,34072,FOOD AND BEVERAGE,34072.0,UNDEFINED,,UNDEFINED,,1,2.1803406094248667,,6584966.5
25462,NONRESIDENTIAL,LAKE UNION,67,1.0,3,0,23355,OFFICE AND BUSINESS,21915.0,UNDEFINED,,UNDEFINED,,1,2.0982025894055356,77.0,840549.375
25464,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,51,1.0,4,0,30840,OFFICE AND BUSINESS,29255.0,FOOD AND BEVERAGE,1180.0,UNDEFINED,,2,2.0650413293853656,30.0,3542708.5
25471,NONRESIDENTIAL,NORTHEAST,70,1.0,1,0,20332,OTHER SERVICES AND FACILITIES,20332.0,UNDEFINED,,UNDEFINED,,1,5.0275990784660065,,392683.6875
25513,NONRESIDENTIAL,CENTRAL,116,1.0,1,0,21850,OTHER SERVICES AND FACILITIES,21850.0,UNDEFINED,,UNDEFINED,,1,2.0814359092459607,100.0,317794.4063
25522,NONRESIDENTIAL,NORTHEAST,19,1.0,4,6985,25297,MIXED USE,12600.0,PARKING,6985.0,OTHER SERVICES AND FACILITIES,6576.0,4,4.541771228102208,,1391714.25
25528,NONRESIDENTIAL,DOWNTOWN,33,1.0,13,83064,224493,OFFICE AND BUSINESS,162422.0,PARKING,83064.0,RESIDENTIAL AND HOUSING,55065.0,4,0.3002454482194546,,9512829.0
25537,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,98,1.0,2,0,28309,STORAGE,28309.0,UNDEFINED,,UNDEFINED,,1,2.9042161595796037,,430308.9063
25540,NONRESIDENTIAL,DOWNTOWN,102,1.0,4,0,45500,HOTEL,45500.0,UNDEFINED,,UNDEFINED,,1,0.3526343456417409,77.0,2799595.0
25541,NONRESIDENTIAL,DOWNTOWN,116,1.0,5,0,38376,OFFICE AND BUSINESS,29258.0,RETAIL AND PERSONAL SERVICES,2409.0,UNDEFINED,,2,0.3732001318166146,,2058532.875
25543,NONRESIDENTIAL,DOWNTOWN,116,1.0,4,0,42804,OFFICE AND BUSINESS,24120.0,RETAIL AND PERSONAL SERVICES,6583.0,UNDEFINED,,2,0.3450892211768599,,1544501.75
25546,NONRESIDENTIAL,DOWNTOWN,11,0.0,5,0,57600,MIXED USE,27600.0,RESIDENTIAL AND HOUSING,16000.0,OFFICE AND BUSINESS,7000.0,4,0.4182309684997501,,6983736.0
25548,NONRESIDENTIAL,DOWNTOWN,116,1.0,4,0,33300,OFFICE AND BUSINESS,26639.0,FOOD AND BEVERAGE,2820.0,RETAIL AND PERSONAL SERVICES,2377.0,4,0.42818972986468384,,1287497.375
25553,NONRESIDENTIAL,DOWNTOWN,116,1.0,3,0,25450,HOTEL,25450.0,UNDEFINED,,UNDEFINED,,1,0.41150583254191786,99.0,503744.6875
25554,NONRESIDENTIAL,DOWNTOWN,116,1.0,3,0,22200,OTHER SERVICES AND FACILITIES,22200.0,UNDEFINED,,UNDEFINED,,1,0.46663093730977145,,188745.7031
25563,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,48,1.0,2,0,29498,STORAGE,19749.0,OFFICE AND BUSINESS,9148.0,UNDEFINED,,2,2.5879588144071337,,3768900.5
25567,NONRESIDENTIAL,LAKE UNION,78,1.0,1,0,23050,STORAGE,23050.0,UNDEFINED,,UNDEFINED,,1,2.930360896734972,27.0,466672.6875
25568,NONRESIDENTIAL,LAKE UNION,8,1.0,4,0,48350,OFFICE AND BUSINESS,48350.0,UNDEFINED,,UNDEFINED,,1,2.8785056560897253,45.0,3168131.0
25572,NONRESIDENTIAL,NORTHEAST,86,1.0,1,0,46059,RETAIL AND PERSONAL SERVICES,46000.0,UNDEFINED,,UNDEFINED,,1,3.828941951053043,82.0,1582655.875
25635,NONRESIDENTIAL,NORTHEAST,46,1.0,2,0,23595,HEALTH AND MEDICAL,23595.0,UNDEFINED,,UNDEFINED,,1,4.751660908935436,72.0,817409.625
25657,NONRESIDENTIAL,DOWNTOWN,116,1.0,3,0,28142,OFFICE AND BUSINESS,28142.0,UNDEFINED,,UNDEFINED,,1,0.4740820038884268,96.0,847097.8125
25658,NONRESIDENTIAL,DOWNTOWN,116,1.0,3,0,28760,OFFICE AND BUSINESS,12314.0,RETAIL AND PERSONAL SERVICES,6020.0,STORAGE,6000.0,3,0.46305595178870396,,2615973.5
25659,NONRESIDENTIAL,DOWNTOWN,114,1.0,4,0,39030,OFFICE AND BUSINESS,32001.0,RETAIL AND PERSONAL SERVICES,6685.0,UNDEFINED,,2,0.4454267023094314,99.0,713326.875
25661,NONRESIDENTIAL,DOWNTOWN,107,0.0,3,0,47215,OFFICE AND BUSINESS,23659.0,RETAIL AND PERSONAL SERVICES,22376.0,UNDEFINED,,2,0.3869490556001946,58.0,2092696.0
25663,NONRESIDENTIAL,EAST,90,1.0,2,27000,34580,OTHER SERVICES AND FACILITIES,36280.0,PARKING,23154.0,UNDEFINED,,2,0.9156275787938332,,4199443.0
25664,NONRESIDENTIAL,EAST,99,1.0,3,0,30720,OFFICE AND BUSINESS,29720.0,RETAIL AND PERSONAL SERVICES,1000.0,UNDEFINED,,2,0.9022371744034741,,1288669.5
25666,NONRESIDENTIAL,EAST,100,1.0,2,0,20640,MIXED USE,9750.0,OFFICE AND BUSINESS,9212.0,FOOD AND BEVERAGE,2450.0,3,0.8879231942181672,,412562.4063
25667,NONRESIDENTIAL,EAST,104,1.0,2,0,34914,MIXED USE,14983.0,FOOD AND BEVERAGE,10638.0,OFFICE AND BUSINESS,5837.0,3,0.8129365499168483,,1333289.625
25670,NONRESIDENTIAL,EAST,110,1.0,3,0,20897,OFFICE AND BUSINESS,10228.0,RETAIL AND PERSONAL SERVICES,3433.0,STORAGE,3400.0,3,0.8829633057576951,,964923.8125
25671,NONRESIDENTIAL,EAST,100,1.0,2,0,36940,RETAIL AND PERSONAL SERVICES,36940.0,UNDEFINED,,UNDEFINED,,1,0.8680285330587284,100.0,336745.4063
25672,NONRESIDENTIAL,EAST,103,1.0,3,0,22866,OFFICE AND BUSINESS,22866.0,UNDEFINED,,UNDEFINED,,1,0.8438750777030264,,1153690.125
25673,NONRESIDENTIAL,EAST,96,1.0,1,0,30240,RETAIL AND PERSONAL SERVICES,32205.0,FOOD AND BEVERAGE,714.0,UNDEFINED,,2,0.8166236785059225,78.0,1264626.875
25694,NONRESIDENTIAL,NORTHEAST,54,1.0,2,0,28586,OTHER SERVICES AND FACILITIES,27022.0,UNDEFINED,,UNDEFINED,,1,3.5769035215604292,,5078204.0
25709,NONRESIDENTIAL,DOWNTOWN,108,1.0,3,0,28800,HOTEL,21600.0,FOOD AND BEVERAGE,7200.0,UNDEFINED,,2,0.7014286508725681,,4644346.0
25711,NONRESIDENTIAL,DOWNTOWN,103,1.0,3,0,28800,FOOD AND BEVERAGE,28800.0,UNDEFINED,,UNDEFINED,,1,0.7235644509248261,,899924.1875
25713,NONRESIDENTIAL,DOWNTOWN,37,1.0,3,0,35202,OFFICE AND BUSINESS,24227.0,OFFICE AND BUSINESS,9127.0,UNDEFINED,,2,0.768834306823035,2.0,3605755.5
25737,NONRESIDENTIAL,EAST,47,1.0,6,26082,69035,HEALTH AND MEDICAL,69035.0,PARKING,26082.0,UNDEFINED,,2,0.5279310014234283,1.0,7202141.5
25743,NONRESIDENTIAL,EAST,106,1.0,2,0,24600,OTHER SERVICES AND FACILITIES,24600.0,UNDEFINED,,UNDEFINED,,1,0.6123749170663901,69.0,331059.5
25745,NONRESIDENTIAL,EAST,116,1.0,1,0,48850,OTHER SERVICES AND FACILITIES,28725.0,OFFICE AND BUSINESS,4325.0,OTHER SERVICES AND FACILITIES,3700.0,3,0.2873926045045192,,1063480.5
25772,NONRESIDENTIAL,SOUTHWEST,55,0.0,3,0,54863,HEALTH AND MEDICAL,109726.0,UNDEFINED,,UNDEFINED,,1,2.8468057439596244,100.0,2037720.625
25839,NONRESIDENTIAL,GREATER DUWAMISH,52,1.0,1,0,25000,STORAGE,13393.0,FOOD AND BEVERAGE,7500.0,OFFICE AND BUSINESS,4107.0,3,3.6616531650446005,,1989103.875
25842,NONRESIDENTIAL,GREATER DUWAMISH,56,1.0,1,0,25000,STORAGE,24000.0,OFFICE AND BUSINESS,1000.0,UNDEFINED,,2,3.504953982344634,,287132.5
25844,NONRESIDENTIAL,GREATER DUWAMISH,89,1.0,1,0,22622,OTHER SERVICES AND FACILITIES,23000.0,UNDEFINED,,UNDEFINED,,1,3.520980406780778,,774075.6875
25847,NONRESIDENTIAL,EAST,99,1.0,3,0,27544,OFFICE AND BUSINESS,22365.0,PARKING,3744.0,UNDEFINED,,2,0.6873097168939634,94.0,1031667.5
25886,NONRESIDENTIAL,DOWNTOWN,27,1.0,7,0,47415,OFFICE AND BUSINESS,25884.0,PARKING,7000.0,RESIDENTIAL AND HOUSING,5713.0,4,0.7438951620225853,,1478979.25
25907,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,55,1.0,3,0,22960,OTHER SERVICES AND FACILITIES,22960.0,UNDEFINED,,UNDEFINED,,1,2.13997733194956,,2266983.0
25914,NONRESIDENTIAL,EAST,18,1.0,1,0,44739,FOOD AND BEVERAGE,44739.0,PARKING,0.0,UNDEFINED,,2,1.3011195477712214,17.0,14585813.0
25932,NONRESIDENTIAL,NORTHEAST,68,1.0,1,0,22778,MIXED USE,21194.0,OFFICE AND BUSINESS,12923.0,FOOD AND BEVERAGE,3720.0,5,4.985860302315679,,2470566.0
25935,NONRESIDENTIAL,BALLARD,60,1.0,2,0,21562,OTHER SERVICES AND FACILITIES,21052.0,EDUCATION,400.0,UNDEFINED,,2,6.027447894994459,20.0,866806.0
25954,NONRESIDENTIAL,CENTRAL,57,1.0,1,0,25753,OTHER SERVICES AND FACILITIES,25753.0,UNDEFINED,,UNDEFINED,,1,2.2824841551006263,,1378130.25
25955,NONRESIDENTIAL,EAST,88,1.0,3,0,71280,OTHER SERVICES AND FACILITIES,71280.0,UNDEFINED,,UNDEFINED,,1,2.833472103593887,,22767828.0
25956,SPS-DISTRICT K-12,EAST,91,1.0,3,0,38297,EDUCATION,38297.0,UNDEFINED,,UNDEFINED,,1,2.9232165172001876,85.0,1845150.625
25965,NONRESIDENTIAL,EAST,53,1.0,16,0,153312,HEALTH AND MEDICAL,148590.0,PARKING,72317.0,OTHER SERVICES AND FACILITIES,4722.0,3,3.2330133935147707,51.0,20628680.0
25992,NONRESIDENTIAL,DOWNTOWN,7,1.0,19,201857,1004813,MIXED USE,319361.0,RESIDENTIAL AND HOUSING,181047.0,PARKING,177210.0,4,0.8841838339946362,87.0,27684480.0
26002,NONRESIDENTIAL,SOUTHEAST,48,1.0,1,0,24200,OTHER SERVICES AND FACILITIES,24200.0,PARKING,0.0,UNDEFINED,,2,5.25697514411507,73.0,826488.6875
26017,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,35,1.0,4,2211,21302,RESIDENTIAL AND HOUSING,15200.0,OFFICE AND BUSINESS,2600.0,ENTERTAINMENT AND LEISURE,1800.0,5,2.166955861257522,,1740568.25
26040,NONRESIDENTIAL,DELRIDGE,22,1.0,3,0,66610,STORAGE,66720.0,UNDEFINED,,UNDEFINED,,1,3.192306394981613,,640377.0
26233,NONRESIDENTIAL,GREATER DUWAMISH,66,1.0,1,0,36000,OTHER SERVICES AND FACILITIES,34000.0,OFFICE AND BUSINESS,1400.0,UNDEFINED,,2,2.6557341931540024,,3646053.75
26098,NONRESIDENTIAL,NORTHWEST,78,1.0,2,0,23222,EDUCATION,15006.0,UNDEFINED,,UNDEFINED,,1,7.500414859703223,62.0,1219863.125
26115,NONRESIDENTIAL,EAST,92,1.0,2,0,24476,MIXED USE,7501.0,OFFICE AND BUSINESS,5872.0,RETAIL AND PERSONAL SERVICES,5375.0,6,0.6402244435742751,,2662054.25
26119,NONRESIDENTIAL,EAST,106,0.0,2,0,24750,RETAIL AND PERSONAL SERVICES,19240.0,OFFICE AND BUSINESS,2050.0,HEALTH AND MEDICAL,1250.0,3,0.62838776607405,,782343.8125
26125,NONRESIDENTIAL,EAST,112,1.0,3,0,60000,EDUCATION,48783.0,UNDEFINED,,UNDEFINED,,1,0.5732952979569259,52.0,3625407.5
26126,NONRESIDENTIAL,EAST,62,1.0,2,0,46560,OTHER SERVICES AND FACILITIES,46560.0,UNDEFINED,,UNDEFINED,,1,0.6406068484236325,,690557.6875
26139,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,36,1.0,3,0,30408,OTHER SERVICES AND FACILITIES,25000.0,PARKING,5408.0,UNDEFINED,,2,1.9168058701875048,61.0,1440554.25
26146,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,96,1.0,3,0,30109,OFFICE AND BUSINESS,28400.0,PARKING,7200.0,UNDEFINED,,2,1.9878628541995333,89.0,1465795.75
26150,SPS-DISTRICT K-12,SOUTHWEST,52,1.0,2,0,39929,EDUCATION,39929.0,UNDEFINED,,UNDEFINED,,1,4.3276149400440636,82.0,1813718.0
26154,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,56,1.0,2,0,25481,OFFICE AND BUSINESS,25481.0,UNDEFINED,,UNDEFINED,,1,2.8379652988433506,92.0,917100.3125
26157,NONRESIDENTIAL,SOUTHEAST,49,1.0,1,0,141297,HEALTH AND MEDICAL,141297.0,UNDEFINED,,UNDEFINED,,1,5.80288160883267,76.0,19423344.0
26183,NONRESIDENTIAL,LAKE UNION,104,1.0,2,0,27788,OFFICE AND BUSINESS,32610.0,FOOD AND BEVERAGE,4874.0,UNDEFINED,,2,1.1601096559782471,73.0,2119806.25
26218,NONRESIDENTIAL,NORTHWEST,26,1.0,4,8584,33120,HOTEL,41704.0,UNDEFINED,,UNDEFINED,,1,8.49906679577646,73.0,1943899.25
26235,NONRESIDENTIAL,GREATER DUWAMISH,75,1.0,2,0,22324,STORAGE,21000.0,UNDEFINED,,UNDEFINED,,1,2.7191841414277325,53.0,588856.125
26236,NONRESIDENTIAL,GREATER DUWAMISH,70,1.0,2,0,31360,OTHER SERVICES AND FACILITIES,32000.0,UNDEFINED,,UNDEFINED,,1,2.7695712688605214,,1725108.25
26237,NONRESIDENTIAL,GREATER DUWAMISH,69,1.0,1,0,30496,MIXED USE,14344.0,OFFICE AND BUSINESS,10272.0,OFFICE AND BUSINESS,8012.0,3,2.8075808980997103,,1992158.25
26254,NONRESIDENTIAL,EAST,94,1.0,3,0,27600,OFFICE AND BUSINESS,13175.0,RETAIL AND PERSONAL SERVICES,9175.0,UNDEFINED,,2,0.7464318919350709,84.0,1072151.375
26289,NONRESIDENTIAL,NORTHWEST,55,1.0,2,0,55974,HEALTH AND MEDICAL,56000.0,UNDEFINED,,UNDEFINED,,1,4.049799369431795,98.0,6135173.0
26319,SPS-DISTRICT K-12,GREATER DUWAMISH,45,1.0,2,0,52901,EDUCATION,52901.0,UNDEFINED,,UNDEFINED,,1,5.654953481569529,75.0,2240342.0
26324,NONRESIDENTIAL,NORTH,62,1.0,1,0,22583,HEALTH AND MEDICAL,22583.0,UNDEFINED,,UNDEFINED,,1,7.365794207844159,95.0,1981360.0
26331,NONRESIDENTIAL,LAKE UNION,19,0.0,3,7358,24328,OFFICE AND BUSINESS,25927.0,PARKING,6750.0,FOOD AND BEVERAGE,3743.0,4,3.809364493153509,35.0,2305643.5
26348,NONRESIDENTIAL,LAKE UNION,35,1.0,3,6034,20660,OFFICE AND BUSINESS,24914.0,PARKING,4720.0,UNDEFINED,,2,2.908739526724337,92.0,720170.6875
26359,NONRESIDENTIAL,NORTHWEST,44,1.0,1,0,29400,STORAGE,25000.0,UNDEFINED,,UNDEFINED,,1,7.0743406040273005,69.0,227509.5
26379,NONRESIDENTIAL,GREATER DUWAMISH,24,1.0,3,0,22452,HOTEL,22452.0,UNDEFINED,,UNDEFINED,,1,4.069895631488163,85.0,1244150.0
26392,NONRESIDENTIAL,NORTHEAST,104,1.0,2,0,25767,OTHER SERVICES AND FACILITIES,17434.0,UNDEFINED,,UNDEFINED,,1,3.9211364649791687,22.0,1581352.75
26393,NONRESIDENTIAL,NORTHEAST,63,1.0,4,0,33910,RETAIL AND PERSONAL SERVICES,14585.0,OFFICE AND BUSINESS,14462.0,UNDEFINED,,2,3.9480241023661926,75.0,1822834.25
26396,NONRESIDENTIAL,NORTHEAST,89,1.0,2,0,78401,OTHER SERVICES AND FACILITIES,62400.0,OFFICE AND BUSINESS,9940.0,EDUCATION,4960.0,4,4.130026452025498,,2462408.25
26460,NONRESIDENTIAL,LAKE UNION,37,1.0,2,0,78716,STORAGE,41275.0,OFFICE AND BUSINESS,29399.0,RETAIL AND PERSONAL SERVICES,6278.0,4,2.85210930683441,38.0,4103800.75
26465,NONRESIDENTIAL,LAKE UNION,106,1.0,2,0,33300,EDUCATION,30740.0,UNDEFINED,,UNDEFINED,,1,3.989526879899919,92.0,1594733.625
26473,NONRESIDENTIAL,LAKE UNION,59,1.0,1,0,28808,FOOD AND BEVERAGE,31174.0,UNDEFINED,,UNDEFINED,,1,3.8465183340355926,29.0,9232576.0
26528,NONRESIDENTIAL,NORTHEAST,59,1.0,1,7004,20962,OFFICE AND BUSINESS,20962.0,PARKING,7004.0,UNDEFINED,,2,4.047457441788594,58.0,1100499.75
26529,NONRESIDENTIAL,NORTHEAST,66,1.0,1,0,26226,FOOD AND BEVERAGE,25828.0,PARKING,0.0,UNDEFINED,,2,4.0993446832884795,37.0,7588060.5
26535,NONRESIDENTIAL,NORTHEAST,40,1.0,2,15755,19193,MIXED USE,19183.0,PARKING,19183.0,UNDEFINED,,2,3.9174138191061307,17.0,1159807.125
26587,NONRESIDENTIAL,LAKE UNION,18,1.0,3,9999,27640,OFFICE AND BUSINESS,20434.0,HEALTH AND MEDICAL,7557.0,UNDEFINED,,2,1.950076785417292,,6197824.5
26593,NONRESIDENTIAL,DOWNTOWN,116,1.0,4,0,22840,OFFICE AND BUSINESS,18400.0,OTHER SERVICES AND FACILITIES,4440.0,UNDEFINED,,2,0.366105899845354,64.0,881386.1875
26594,NONRESIDENTIAL,DOWNTOWN,116,1.0,1,0,21420,OTHER SERVICES AND FACILITIES,10420.0,ENTERTAINMENT AND LEISURE,5000.0,FOOD AND BEVERAGE,2000.0,5,0.3392701860050924,,810636.875
26596,NONRESIDENTIAL,DOWNTOWN,116,1.0,1,0,20880,OFFICE AND BUSINESS,20880.0,UNDEFINED,,UNDEFINED,,1,0.3521826525843467,94.0,683274.0
26600,NONRESIDENTIAL,DOWNTOWN,50,1.0,3,0,26000,MIXED USE,13000.0,ENTERTAINMENT AND LEISURE,13000.0,UNDEFINED,,2,0.47092732710531143,,1063035.875
26601,NONRESIDENTIAL,DOWNTOWN,116,1.0,3,0,38675,OFFICE AND BUSINESS,12100.0,FOOD AND BEVERAGE,4281.0,UNDEFINED,,2,0.45986028818812885,,1938776.75
